LAT,LONG,Predicted_PfPR2_10
12.325118,-1.56813,19.416730247942873
12.325118,-1.56813,27.447047082251174
12.380291,-1.530068,14.23457055134118
12.380291,-1.530068,18.495731485352586
12.350768,-1.544964,12.47381360482751
12.350768,-1.544964,19.289134500033676
12.330357,-1.512916,13.840352650283464
12.330357,-1.512916,18.767414810481217
12.424576,-1.476421,29.47526796874576
12.424576,-1.476421,36.70876058379263
12.402191,-1.541092,26.579027781217498
12.402191,-1.541092,32.782500250041906
12.346648,-1.470617,14.373353773715225
12.346648,-1.470617,22.100573698828207
12.353673,-1.59053,27.332738190876654
12.353673,-1.59053,31.709872539572242
12.317,-1.634,55.14239397969709
12.317,-1.634,44.30217987982132
12.42,-1.47,61.94905477620549
12.34,-1.56,34.774213904865874
12.35,-1.47,32.14351018725958
12.375584,-1.59758,31.556829911862454
12.396911,-1.585047,14.199074244742299
12.379666,-1.460304,12.99542854778461
12.387015,-1.423612,47.404784578028405
12.347135,-1.525563,71.10505523429062
12.323488,-1.534711,23.9644168011694
12.399321,-1.474127,10.496681565913647
12.333709,-1.570541,7.284494543557506
12.332857,-1.534488,20.11225533210292
12.336338,-1.539498,49.06521011525522
12.35655,-1.479553,19.55571898200546
12.330522,-1.505923,7.542714245473561
12.350126,-1.534792,6.538107117899807
12.363992,-1.591354,14.73742410616873
12.39463,-1.603977,58.60947369968816
12.371961,-1.559358,8.251269226339568
12.386395,-1.509997,16.490077422709856
12.388334,-1.533248,27.760768923622262
12.357662,-1.450608,11.851857572434685
12.398234,-1.535658,44.98157776804118
12.389685,-1.564216,12.727454911621084
12.353514,-1.528535,16.239190584564998
12.395007,-1.58993,9.044459965613553
12.330987,-1.478994,15.32070055112654
12.391638,-1.462193,15.67404831404086
12.34753,-1.493396,8.948875050145812
12.355897,-1.492926,20.336196747014842
12.329422,-1.590936,7.090004115532087
12.393336,-1.559205,24.777713809011765
12.310702,-1.524812,15.974258285968412
12.371034,-1.502172,6.153584284725668
12.40378,-1.511805,34.396214631489464
12.37048,-1.491622,10.565978126147742
12.402839,-1.467623,22.86321203331485
12.341763,-1.573263,7.07799020651588
12.311034,-1.562071,9.94219765667482
12.45215,-1.50235,11.708520419154137
12.417598,-1.474208,61.14978621473429
12.343071,-1.582117,37.553618353019154
12.366875,-1.527514,1.8628587897776132
12.357093,-1.526367,2.7149912072399207
12.330111,-1.524861,5.450510666673074
12.354174,-1.445923,5.744839492280241
12.344056,-1.480278,6.31717754858096
12.332974,-1.582754,6.098702416779094
12.347778,-1.580556,2.6194984746694705
12.3925,-1.4425,1.5630632901334778
12.394389,-1.525972,4.960288489256297
12.412556,-1.509611,5.225178718878474
12.376417,-1.563056,2.3534669144799123
12.385667,-1.573222,4.616771500125467
12.384553,-1.572356,4.616771500125467
12.269972,-1.53075,8.748575468250504
12.326167,-1.626167,10.029500491100714
12.317,-1.634,47.04262874070361
12.366,-1.495,30.925239997946697
12.417,-1.468,62.0821099525655
12.371,-1.525,32.20823406580523
14.7441,-17.4444,0.8112031668532839
14.691,-17.453,0.2007529929490853
14.7451,-17.4342,0.6159428781016174
14.759664,-17.396128,0.0012643708990852623
14.72,-17.28,0.05412037677575193
14.69,-17.22,4.76010824654376
14.8107,-17.2514,1.7893981368304177
14.7452,-17.3846,0.6847952645341172
14.8076,-17.283,0.6197564659201157
14.751,-17.467,0.8112031668532839
14.751,-17.467,0.19503738698908527
14.709937,-17.449765,0.6201127394120514
14.749965,-17.364154,0.2007529929490853
14.766602,-17.412841,0.06993709170075194
14.7335,-17.449412,0.05347979314908526
14.683007,-17.457474,0.05347979314908526
14.746857,-17.386363,0.32446161759908526
14.766,-17.316,0.306513113027272
14.691,-17.453,0.6201127394120514
14.707558,-17.476559,0.45851411606205134
14.756941,-17.434725,1.1049086094620513
14.759664,-17.396128,0.05347979314908526
14.722,-17.271,0.15375706817575194
14.8107,-17.2514,0.6581304185302415
14.712099,-17.458606,0.09140032746325194
14.768,-17.368,0.2007529929490853
14.751,-17.467,1.0030305037390852
14.755423,-17.440624,0.49896474705000005
14.768116,-17.391886,0.041673294705
14.747587,-17.443829,0.0481683365567763
14.786735,-17.374356,0.13864170303375004
14.748699,-17.389813,0.024046766048835114
14.724342,-17.476826,0.0016553192001724137
14.684338,-17.446668,0.07491269928883511
14.757165,-17.441604,0.0764747254117763
14.677868,-17.441944,0.08287965267883513
14.701832,-17.459553,0.028557374346776295
14.772678,-17.375551,0.10386201085883512
14.733441,-17.450257,0.07942330758677629
14.757014,-17.385511,0.049287051670000005
14.74767,-17.39026,0.0016553192001724137
14.753097,-17.368929,0.0016553192001724137
14.754585,-17.368676,0.024046766048835114
14.788805,-17.379854,0.11416228516375002
14.782501,-17.390491,0.11667027404375001
14.718625,-17.284404,0.12304553169550178
14.764826,-17.404673,1.5638644065550853
14.734482,-17.451456,0.0016553192001724137
14.768673,-17.381838,0.0
14.714755,-17.259832,2.4309654524086484
14.744489,-17.314156,0.3088585345900851
14.694057,-17.472224,0.024046766048835114
14.689948,-17.452999,0.08655670810883512
14.786839,-17.239373,12.211031911800573
14.679867,-17.445027,0.08446896084350573
14.733929,-17.461268,0.0407544362117763
14.707506,-17.463792,0.0016553192001724137
14.770161,-17.397898,0.20555102121383512
14.700558,-17.453989,2.9449202962456114
14.72771,-17.490632,2.4513390317006305
14.746044,-17.47439,2.0130458979890693
14.729335,-17.490548,2.426076409248132
14.764471,-17.350944,4.527901494587974
14.764779,-17.387153,3.3860713114401233
14.694494,-17.445506,4.0537785046198485
14.746239,-17.299999,2.4174163041553185
14.753944,-17.394482,2.6917931911558792
14.770897,-17.404577,3.7199105432554047
14.745723,-17.472025,2.913240911854845
14.7716,-17.323724,3.1566895517151967
14.746261,-17.322844,1.5218545668712011
14.675048,-17.45089,3.638812319133316
14.721256,-17.453634,3.0970134701421648
14.758,-17.468,4.962949604571522
14.782784,-17.375978,3.5866860080626033
14.766602,-17.412841,2.4737066181752745
14.703762,-17.4529,3.1740854481755996
14.762238,-17.415373,3.082904557325286
14.735977,-17.412631,3.496180364784048
14.718,-17.434,2.7979581932014255
14.732085,-17.282569,3.4704718991250116
14.746244,-17.471729,1.2220318833495565
14.743104,-17.316845,4.230939381343153
14.693835,-17.443419,2.0653385119764835
14.745946,-17.47203,2.0797273448728792
14.763726,-17.347933,2.821696317401613
14.718726,-17.261465,4.007876240610698
14.769963,-17.414815,3.923351792745951
14.780325,-17.391674,4.92476747732902
14.746097,-17.378296,2.5457098018119746
14.765877,-17.414788,2.4877794008686673
14.753803,-17.381237,2.3587879124770037
14.759613,-17.386055,6.141549330515207
14.694518,-17.451772,3.4231339593190033
14.726576,-17.445411,1.126619580757953
14.725398,-17.455113,0.28355528637720434
14.694787,-17.450273,0.9743619359747899
14.725833,-17.429444,2.5244296181002306
14.734,-17.419,2.3524137986467606
14.73371,-17.429239,1.12185423308625
14.710877,-17.461027,0.5876618322009548
14.726863,-17.463242,1.0769478548254192
14.711075,-17.452695,0.5576540208384558
14.696162,-17.460293,2.6847934445037316
14.699509,-17.435157,6.433134396991075
14.688699,-17.437888,7.026740709091676
14.692564,-17.430919,5.484588960341781
14.685633,-17.442044,0.607183339229731
14.671,-17.426,7.060627811261787
14.694494,-17.445506,1.916602361096951
14.685,-17.449444,1.0634670857511177
14.693377,-17.466059,4.413822977592807
14.694787,-17.450273,2.538807711103204
14.68101,-17.465468,1.6964624505453645
14.683007,-17.457474,0.35046658597978625
14.674735,-17.439493,3.5732194981499994
14.676401,-17.451417,0.4037537063897863
14.766,-17.316,7.399831073889249
14.801,-17.334,6.230795999977589
14.759664,-17.396128,6.326551075344795
14.71349,-17.45215,0.01518774587526317
14.72111,-17.48806,0.0146588999610324
14.7604,-17.48032,0.0712716776710324
14.68843,-17.44985,0.02199112821026317
14.68236,-17.45766,0.12091597990692984
14.77296,-17.40437,0.03738978798103241
14.7722,-17.38129,0.01518774587526317
14.7823,-17.36993,0.22389137841884071
14.77258,-17.3997,0.05686104058026317
14.78528,-17.31056,4.853979536257452
14.75219,-17.36651,0.19577272388769906
14.69407,-17.46035,0.1548049647988585
14.76068,-17.35567,0.18349038409026316
14.76134,-17.38071,0.01518774587526317
14.7725,-17.35722,0.01518774587526317
14.76754,-17.35323,0.01518774587526317
14.75078,-17.40132,0.14704598039951325
14.74897,-17.3851,0.01518774587526317
14.75792,-17.37185,0.01518774587526317
14.71548,-17.27085,3.0181273206615087
14.71548,-17.27085,3.0181273206615087
14.80022,-17.18566,11.589720651186129
14.71084,-17.44402,0.01518774587526317
14.78111,-17.22778,13.074784212171783
14.70439,-17.45646,0.01518774587526317
14.770106,-17.430569,0.01518774587526317
14.74742,-17.44617,0.02199112821026317
14.72895,-17.45341,0.04301907089526317
14.74393,-17.4574,0.03375833874026317
14.76087,-17.44107,0.01518774587526317
14.759664,-17.396128,4.7456429255114525
14.759664,-17.396128,3.989031659076462
14.759664,-17.396128,4.827781046074794
-6.87,39.26,17.19677711267017
-6.87,39.26,40.1340276156929
-6.87,39.26,15.09637409378971
-6.87,39.26,13.043048554610486
-6.87,39.26,16.284037651267756
-6.83,39.24,11.749794518677007
-6.83,39.24,22.33837129459199
-6.83,39.24,11.762689442657909
-6.83,39.24,12.8972945354247
-6.83,39.26,26.992509369783484
-6.83,39.26,19.927984612723186
-6.83,39.26,12.167658539693814
-6.83,39.26,11.48347375690428
-6.83,39.26,13.513959752696891
-6.84,39.27,10.544921231993035
-6.84,39.27,13.967920778864285
-6.84,39.27,12.065726841545308
-6.84,39.27,11.897619006794182
-6.84,39.27,13.690317049772691
-6.87,39.2,38.49125062668969
-6.87,39.2,36.323702286538555
-6.87,39.2,15.359450384764665
-6.87,39.2,12.999568379446828
-6.87,39.2,14.794879344691646
-6.845,39.29,29.818183882143625
-6.845,39.29,25.780503979550208
-6.845,39.29,13.826748167063677
-6.8,39.249,28.873309393809365
-6.8,39.249,19.866147802089234
-6.8,39.249,13.567694195385515
-6.8,39.249,12.692109712807596
-6.8,39.249,13.775831629733524
-6.82,39.26,14.119887689327873
-6.82,39.26,19.15789803803622
-6.82,39.26,10.90011967512842
-6.82,39.26,10.647290243097734
-6.82,39.26,12.845765908839738
-6.85,39.269,17.330657154778915
-6.85,39.269,22.057030728286907
-6.85,39.269,12.646835656518611
-6.85,39.269,10.59226917040424
